seqnames	start	end	width	strand	X.AGG.MEAN	X.AGG.COUNT	X.AGG.MAX	X.AGG.MIN
chr15	50473150	50476401	3252	*	33.0625	32	73	7
chr15	50644105	50650096	5992	*	26.1707	41	81	1
chr15	50715452	50718627	3176	*	11.6667	6	15	10
chr15	50976822	50980526	3705	*	41	44	116	1
chr15	51055878	51059216	3339	*	50.7073	41	180	8
chr15	51198809	51202723	3915	*	45.434	53	117	1
chr15	51385101	51388604	3504	*	35.25	68	93	1
chr15	51559081	51560305	1225	*	18	14	42	6
chr15	51633580	51634731	1152	*	20.5	16	28	12
chr15	51912983	51916716	3734	*	39.3571	28	100	22
chr15	51972835	51974972	2138	*	8.8182	11	13	3
chr15	52028703	52030730	2028	*	25.0556	72	100	1
chr15	52042159	52045723	3565	*	45.0816	49	162	5
chr15	52121264	52123426	2163	*	43.5	74	98	1
chr15	52261963	52265661	3699	*	36.7143	7	56	29
chr15	52309918	52314502	4585	*	32.5652	92	81	1
chr15	52470032	52473999	3968	*	37.9649	57	95	1
chr15	52586599	52588805	2207	*	24.0946	74	76	2
chr15	52819139	52823474	4336	*	44.5227	44	90	1
chr15	52858434	52862505	4072	*	25.2353	34	70	1
chr15	52969125	52973332	4208	*	36.6667	63	106	1
chr15	53074588	53084777	10190	*	35.1548	168	130	1
chr15	53086396	53088050	1655	*	8.8462	13	15	1
chr15	53089634	53091661	2028	*	46.5789	19	100	9
chr15	53090669	53090820	152	*	92	3	100	76
chr15	53094479	53099496	5018	*	33.7101	69	136	8
chr15	53145783	53151859	6077	*	11.5	2	15	8
chr15	54051247	54051962	716	*	3	13	7	1
chr15	54270284	54271347	1064	*	1	4	1	1
chr15	55486551	55490891	4341	*	78.75	8	80	78
chr15	55580489	55583678	3190	*	27.8235	68	137	2
chr15	55610760	55612029	1270	*	2	5	2	2
chr15	55698690	55702151	3462	*	44.7045	44	118	2
chr15	55789895	55790835	941	*	22.1429	7	25	21
chr15	55878632	55882139	3508	*	39.3056	36	60	2
chr15	56034047	56036082	2036	*	40.7955	88	124	1
chr15	56284706	56287021	2316	*	13.2632	19	39	1
chr15	56532942	56538992	6051	*	57.8333	78	176	1
chr15	56656613	56659133	2521	*	1	2	1	1
chr15	57024086	57026249	2164	*	40.0333	60	107	1
chr15	57178218	57181364	3147	*	39.4898	49	100	3
chr15	57208877	57213872	4996	*	30.8529	102	112	1
chr15	57411718	57780798	369081	*	30.9027	113	134	1
chr15	57597907	57599949	2043	*	50.9091	33	134	1
chr15	57667203	57670462	3260	*	19.9762	42	48	3
chr15	57677283	57681959	4677	*	35.5	6	82	5
chr15	57883416	57884631	1216	*	29.5738	61	55	1
chr15	57997692	58001036	3345	*	28.95	20	99	1
chr15	58357260	58359171	1912	*	36.5618	89	155	1
chr15	59039136	59043638	4503	*	32.3478	69	69	2
chr15	59061773	59066327	4555	*	18.8462	39	50	1
chr15	59156633	59158124	1492	*	42.125	16	68	2
chr15	59222451	59227723	5273	*	47.3919	74	111	3
chr15	59278566	59282293	3728	*	6.6875	16	26	5
chr15	59396108	59399418	3311	*	42.6129	31	89	12
chr15	59662360	59666592	4233	*	23.3924	79	93	1
chr15	59728602	59731801	3200	*	48.2308	52	76	2
chr15	59948559	59949950	1392	*	49.8261	23	132	2
chr15	59979107	59983146	4040	*	42.6346	52	78	3
chr15	60285137	60300366	15230	*	37.8973	146	95	1
chr15	60368849	60369397	549	*	2.3333	3	3	2
chr15	60687517	60692592	5076	*	19	32	53	4
chr15	60769269	60772822	3554	*	39.7143	7	53	22
chr15	60882133	60886692	4560	*	31.4503	151	115	1
chr15	60996101	61180253	184153	*	15.5	6	55	1
chr15	61518873	61522749	3877	*	47.1094	64	98	1
chr15	62350790	62354137	3348	*	62.6889	45	176	2
chr15	62359136	62361231	2096	*	95.1818	33	188	2
chr15	62359967	62360087	121	*	101.5556	9	188	2
chr15	62360518	62360752	235	*	39	4	39	39
chr15	62455825	62456665	841	*	48	15	72	10
chr15	62456878	62457649	772	*	68	21	88	57
chr15	62681071	62685645	4575	*	27.4918	122	119	1
chr15	63178371	63197761	19391	*	29.1111	27	77	3
chr15	63332915	63342834	9920	*	45.6713	143	116	2
chr15	63367598	63369901	2304	*	2	2	2	2
chr15	63412678	63415853	3176	*	48.9565	46	125	3
chr15	63447423	63451351	3929	*	12.2609	23	34	1
chr15	63479934	63483937	4004	*	20.4286	7	25	17
chr15	63567903	63571652	3750	*	26.5455	22	55	1
chr15	63673028	63674849	1822	*	69.3902	41	111	1
chr15	63728404	63729875	1472	*	3.5	2	6	1
chr15	63753161	63753915	755	*	2.5	4	3	1
chr15	63788887	63803167	14281	*	33.9123	114	102	1
chr15	63795053	63798649	3597	*	33.9123	114	102	1
chr15	63891274	63894950	3677	*	11.6923	26	55	1
chr15	64124184	64127755	3572	*	50.082	61	92	1
chr15	64337616	64339652	2037	*	80.2273	44	194	1
chr15	64384083	64390447	6365	*	21.8	30	134	1
chr15	64442548	64446905	4358	*	49.0806	62	185	8
chr15	64453246	64456954	3709	*	30.1667	42	60	4
chr15	64646243	64649887	3645	*	32	14	89	1
chr15	64679578	64680699	1122	*	2	12	4	1
chr15	64752435	64752652	218	*	11.7143	7	21	2
chr15	64753097	64754751	1655	*	20	3	20	20
chr15	64989689	64996852	7164	*	26.4706	17	75	3
chr15	65039119	65044611	5493	*	3	2	3	3
chr15	65063671	65070166	6496	*	45.9398	133	135	1
chr15	65115116	65119568	4453	*	29.0769	39	131	1
chr15	65132033	65136303	4271	*	18.1923	26	52	4
chr15	65186351	65187321	971	*	31.6	5	37	28
chr15	65197301	65197896	596	*	1	6	1	1
chr15	65203042	65205156	2115	*	42.44	25	92	1
chr15	65280539	65283793	3255	*	34.7273	44	75	4
chr15	65320391	65322447	2057	*	11.9375	16	20	1
chr15	65359089	65361020	1932	*	19.2708	48	42	1
chr15	65393949	65395266	1318	*	13.1351	37	63	1
chr15	65424531	65427521	2991	*	45.1148	61	98	10
chr15	65475333	65479165	3833	*	33.2131	61	80	1
chr15	65577315	65580556	3242	*	23.2564	39	50	1
chr15	65591928	65593813	1886	*	14	10	35	3
chr15	65596086	65596781	696	*	2.75	4	3	2
chr15	65647142	65649104	1963	*	44.7308	52	129	1
chr15	65653843	65682599	28757	*	32.4211	114	95	1
chr15	65667635	65671852	4218	*	34.1429	91	95	1
chr15	65676985	65678378	1394	*	17.2	5	25	1
chr15	65687638	65689861	2224	*	45.2	5	61	1
chr15	65707053	65708391	1339	*	13	2	16	10
chr15	65712146	65716929	4784	*	46.4318	88	110	7
chr15	65808388	65810663	2276	*	47.1633	49	178	1
chr15	65821497	65824889	3393	*	74.6986	73	143	1
chr15	65901820	65905452	3633	*	41.8333	36	78	1
chr15	66082529	66086358	3830	*	28.6538	52	75	1
chr15	66160274	66164529	4256	*	9.4444	9	40	1
chr15	66273929	66275564	1636	*	22.9545	22	64	3
chr15	66318170	66318706	537	*	58.4	5	132	31
chr15	66355869	66364718	8850	*	4	1	4	4
chr15	66542864	66548358	5495	*	44.1273	110	116	4
chr15	66584519	66588230	3712	*	34.2321	56	85	1
chr15	66647755	66649717	1963	*	31.5	2	44	19
chr15	66677815	66681666	3852	*	46.8028	71	109	1
chr15	66789165	66790284	1120	*	35.8824	17	82	1
chr15	66914103	66914537	435	*	2.5	8	4	1
chr15	66947235	66947669	435	*	38.3793	29	104	8
chr15	66991956	66997818	5863	*	44.7025	158	107	1
chr15	66999419	67000558	1140	*	6	4	8	4
chr15	67134014	67135848	1835	*	26.3333	51	74	3
chr15	67134298	67134960	663	*	7.3077	13	11	3
chr15	67135292	67135448	157	*	30	1	30	30
chr15	67312636	67336517	23882	*	37.55	20	82	1
chr15	67325275	67326306	1032	*	41.6111	18	82	3
chr15	67355128	67361154	6027	*	44.2982	114	141	1
chr15	67429996	67468303	38308	*	9	17	53	1
chr15	67457767	67458852	1086	*	8.5	4	11	6
chr15	67545203	67548670	3468	*	24.5333	30	71	1
chr15	67812749	67814849	2101	*	52.02	50	93	6
chr15	67832858	67836795	3938	*	54.4146	41	117	3
chr15	68103010	68143504	40495	*	31.4358	335	116	1
chr15	68111703	68113160	1458	*	55.76	25	88	21
chr15	68113985	68114646	662	*	14.2917	24	28	4
chr15	68115181	68115424	244	*	31.4286	14	62	2
chr15	68121062	68121211	150	*	22.25	4	38	17
chr15	68121950	68123110	1161	*	34.2105	38	90	1
chr15	68124321	68134595	10275	*	28.0633	79	116	2
chr15	68155334	68156797	1464	*	33.3462	26	75	9
chr15	68176836	68177715	880	*	102.9333	15	130	72
chr15	68345173	68348971	3799	*	52.0204	49	85	1
chr15	68519481	68523580	4100	*	49.2222	72	115	3
chr15	68568184	68574448	6265	*	17.7143	49	62	1
chr15	68723054	68725118	2065	*	39.9855	69	141	1
chr15	68850678	68852969	2292	*	28	15	104	1
chr15	68869325	68873263	3939	*	31.0278	72	80	4
chr15	68906766	68907285	520	*	101	3	129	45
chr15	68941334	68948510	7177	*	9.6667	3	24	2
chr15	69078834	69092463	13630	*	28.1667	18	45	10
chr15	69107856	69115321	7466	*	31.2541	181	146	1
chr15	69356300	69395832	39533	*	80.7778	18	136	2
chr15	69365582	69367779	2198	*	85.1765	17	136	2
chr15	69451285	69455518	4234	*	46.1781	73	182	1
chr15	69590011	69593402	3392	*	46.0137	73	91	2
chr15	69705359	69709112	3754	*	31.875	16	58	2
chr15	69743820	69748454	4635	*	51.2581	31	130	1
chr15	69755229	69755900	672	*	47.3125	16	91	5
chr15	70365546	70404922	39377	*	28.4977	219	144	1
chr15	70488423	70489432	1010	*	3	4	4	2
chr15	70667378	70670641	3264	*	23.75	4	28	11
chr15	70877172	70878311	1140	*	38.0833	48	108	5
chr15	71053690	71057628	3939	*	43.3125	64	108	1
chr15	71144405	71147993	3589	*	28.5172	58	61	4
chr15	71182806	71186577	3772	*	22.3684	19	39	1
chr15	71406056	71409841	3786	*	50.7097	62	113	2
chr15	71678430	71679342	913	*	1	1	1	1
chr15	72099323	72100694	1372	*	18	2	18	18
chr15	72408113	72412441	4329	*	33.6	60	156	4
chr15	72476302	72477316	1015	*	81.7778	9	124	31
chr15	72488336	72491294	2959	*	45.3684	57	203	1
chr15	72518761	72519935	1175	*	18	1	18	18
chr15	72520181	72525671	5491	*	47.2959	98	162	2
chr15	72563183	72566495	3313	*	69.4286	56	123	3
chr15	72611168	72614111	2944	*	41.6364	55	94	3
chr15	72666699	72670080	3382	*	65	18	98	2
chr15	72764677	72769404	4728	*	34.9438	89	98	1
chr15	72962875	72964571	1697	*	43	1	43	43
chr15	72976796	72980292	3497	*	9.1	20	17	1
chr15	73073874	73077797	3924	*	69.9	30	113	2
chr15	73088701	73090033	1333	*	37.913	23	46	30
chr15	73342441	73347227	4787	*	33.237	135	111	1
chr15	73657931	73663120	5190	*	43.6397	247	142	2
chr15	73923080	73927323	4244	*	33	28	74	2
chr15	73975105	73979293	4189	*	22.5128	39	65	1
chr15	74043004	74047268	4265	*	44.9655	116	109	1
chr15	74214764	74216273	1510	*	11	4	15	7
chr15	74217712	74221497	3786	*	28.619	105	105	1
chr15	74283856	74284795	940	*	15	36	59	1
chr15	74286010	74288467	2458	*	18.8	5	20	17
chr15	74392180	74393379	1200	*	23	4	23	23
chr15	74392487	74392666	180	*	23	4	23	23
chr15	74419100	74430267	11168	*	35.5924	184	149	1
chr15	74484884	74525612	40729	*	41.0714	28	94	1
chr15	74537711	74537975	265	*	35.2	10	57	20
chr15	74592385	74593532	1148	*	13.375	8	20	10
chr15	74657188	74659082	1895	*	44.5	46	97	2
chr15	74665672	74667730	2059	*	30.5526	38	69	4
chr15	74723875	74727835	3961	*	46.8778	90	99	4
chr15	74751848	74755824	3977	*	8.9091	22	24	1
chr15	74819289	74845015	25727	*	19.7407	27	77	1
chr15	74831503	74836498	4996	*	19.9545	22	77	1
chr15	74890804	74891502	699	*	14.2727	11	28	1
chr15	74905855	74910179	4325	*	46.75	88	142	1
chr15	74986505	74990017	3513	*	80.375	16	91	70
chr15	75017598	75019615	2018	*	46.4118	51	167	4
chr15	75072965	75076635	3671	*	61.0513	78	145	6
chr15	75118655	75119785	1131	*	17.08	25	117	1
chr15	75133745	75137083	3339	*	37.3562	73	113	1
chr15	75163917	75167269	3353	*	53.6818	22	155	19
chr15	75180806	75184135	3330	*	44.2174	23	71	2
chr15	75196830	75200942	4113	*	36.05	40	74	1
chr15	75228400	75231636	3237	*	28.9804	51	61	2
chr15	75246420	75252637	6218	*	29.3301	103	148	1
chr15	75287407	75289476	2070	*	23.6	5	26	22
chr15	75315678	75316866	1189	*	73	4	136	52
chr15	75470166	75471685	1520	*	29.1765	34	61	2
chr15	75470583	75470731	149	*	5.5	4	6	5
chr15	75471120	75471441	322	*	26	3	38	2
chr15	75491918	75496935	5018	*	57.0282	71	121	1
chr15	75627079	75630193	3115	*	10.4286	7	23	1
chr15	75638301	75642232	3932	*	24.1562	32	72	1
chr15	75659233	75663022	3790	*	53.9344	61	169	1
chr15	75741549	75749761	8213	*	44.0687	131	186	1
chr15	75868738	75873238	4501	*	59	81	258	2
chr15	75916591	75919765	3175	*	31.8868	53	150	1
chr15	75938689	75941950	3262	*	46.5316	79	92	1
chr15	76004695	76005544	850	*	7.0714	14	11	3
chr15	76029864	76031966	2103	*	46.8667	30	137	1
chr15	76050698	76051257	560	*	26	7	36	1
chr15	76134038	76138726	4689	*	28.4746	59	61	1
chr15	76194714	76198127	3414	*	48.2609	23	131	4
chr15	76350394	76353830	3437	*	14.9796	49	31	1
chr15	76431728	76432838	1111	*	1.5	2	2	1
chr15	76438856	76449018	10163	*	15.6667	3	17	15
chr15	76602043	76605115	3073	*	28.2432	37	51	2
chr15	76627177	76629299	2123	*	29.7949	39	96	1
chr15	76630011	76631003	993	*	46.4583	48	96	18
chr15	76632543	76633274	732	*	17	14	36	1
chr15	76633898	76634332	435	*	14.4	15	52	2
chr15	76637295	76640885	3591	*	37.0612	98	147	2
chr15	77195827	77199059	3233	*	44.0909	44	89	1
chr15	77222588	77226533	3946	*	43.9167	60	75	10
chr15	77320393	77320774	382	*	20.3	10	45	1
chr15	77361276	77364479	3204	*	23.3235	34	51	3
chr15	77710039	77714963	4925	*	30.4815	54	60	1
chr15	77785641	77812460	26820	*	73.5	4	74	73
chr15	77820916	77840406	19491	*	35.8	15	91	2
chr15	77896433	77897473	1041	*	108.5556	9	129	83
chr15	77910726	77932545	21820	*	24.0246	122	86	1
chr15	78109922	78113732	3811	*	47.2782	133	109	1
chr15	78236069	78237514	1446	*	17.6667	6	19	15
chr15	78368685	78370774	2090	*	29.3784	37	61	6
chr15	78421902	78425381	3480	*	71.3279	61	167	1
chr15	78439932	78443639	3708	*	50.7736	53	132	5
chr15	78556703	78556937	235	*	56.1212	33	102	3
chr15	78557047	78557511	465	*	54.0625	32	219	1
chr15	78590696	78592785	2090	*	65.75	12	67	64
chr15	78631336	78635306	3971	*	15.9375	16	40	3
chr15	78697558	78698326	769	*	30.1111	18	54	3
chr15	78728787	78732766	3980	*	33.8462	13	118	9
chr15	78798415	78801605	3191	*	21.5833	48	47	1
chr15	78831504	78834923	3420	*	32	25	63	8
chr15	78857271	78859677	2407	*	75.1364	22	104	8
chr15	78911069	78914609	3541	*	21.7083	96	58	1
chr15	78932014	78935107	3094	*	36.2143	14	42	5
chr15	78963473	78969338	5866	*	15.5	2	17	14
chr15	79096748	79096921	174	*	26	1	26	26
chr15	79101236	79105238	4003	*	22.0866	127	107	1
chr15	79151778	79153213	1436	*	5	1	5	5
chr15	79163603	79168659	5057	*	30	55	75	1
chr15	79236254	79238165	1912	*	36.7273	11	44	24
chr15	79380867	79385040	4174	*	30.5758	33	65	1
chr15	79502117	79502410	294	*	16.25	4	40	5
chr15	79574401	79575921	1521	*	90.75	8	157	51
chr15	79602020	79605499	3480	*	26.4179	67	71	1
chr15	79722676	79726666	3991	*	34.0449	89	76	3
chr15	80187500	80190922	3423	*	54.4286	42	109	22
chr15	80209814	80213349	3536	*	8.75	8	15	2
chr15	80213395	80217715	4321	*	38.7692	52	121	2
chr15	80349823	80354861	5039	*	49.3721	86	229	1
chr15	80445131	80446227	1097	*	40.6957	23	84	21
chr15	80543517	80545304	1788	*	42.5217	69	97	1
chr15	80694892	80698680	3789	*	37.2385	109	89	1
chr15	80985859	80990054	4196	*	44.6861	137	178	1
chr15	81071552	81073517	1966	*	75.5714	42	157	21
chr15	81279760	81283521	3762	*	42.3478	23	111	7
chr15	81291622	81296029	4408	*	42.1946	149	106	1
chr15	81426059	81427122	1064	*	27.1818	11	33	17
chr15	81615451	81617683	2233	*	44.9623	53	118	1
chr15	82334588	82341414	6827	*	39.3	170	166	1
chr15	82355155	82355786	632	*	1	1	1	1
chr15	82553195	82556726	3532	*	36.75	36	82	2
chr15	83240088	83240927	840	*	2	3	2	2
chr15	83314935	83315566	632	*	28.375	8	31	24
chr15	83316683	83316956	274	*	36.5909	22	61	15
chr15	83317330	83317454	125	*	6	4	6	6
chr15	83347706	83350990	3285	*	22.3043	23	57	1
chr15	83376596	83380171	3576	*	9.2857	28	30	2
chr15	83417601	83421214	3614	*	87.5	8	113	62
chr15	83477005	83480714	3710	*	54.102	98	123	12
chr15	83619678	83622852	3175	*	59.4667	75	155	4
chr15	83653447	83656609	3163	*	50	9	74	2
chr15	83678486	83682064	3579	*	13.8947	19	31	1
chr15	83733463	83736816	3354	*	56.2453	53	100	4
chr15	83775626	83776911	1286	*	50.4717	53	86	7
chr15	83872861	83878264	5404	*	28.4167	120	100	1
chr15	83951507	83953010	1504	*	11.3333	42	49	1
chr15	83953094	83953199	106	*	12.7273	11	22	9
chr15	83953620	83953870	251	*	20.75	8	26	19
chr15	84034051	84034831	781	*	107	10	186	7
chr15	84114561	84118263	3703	*	21.0667	45	52	1
chr15	84320985	84324716	3732	*	46.7699	113	125	2
chr15	84748020	84749910	1891	*	21.2308	26	82	2
chr15	85112795	85114713	1919	*	14.8333	12	23	7
chr15	85142727	85150211	7485	*	35.8974	39	87	1
chr15	85174217	85175348	1132	*	1	1	1	1
chr15	85176043	85178136	2094	*	42.8788	66	58	4
chr15	85195762	85199105	3344	*	6.5333	15	13	2
chr15	85200778	85201462	685	*	48	22	94	19
chr15	85256994	85261390	4397	*	17.0667	15	32	1
chr15	85289759	85293944	4186	*	33.6139	101	85	9
chr15	85359786	85362197	2412	*	27.7105	76	70	4
chr15	85522145	85527027	4883	*	31.062	129	114	1
chr15	85922128	85926220	4093	*	26.3103	29	60	1
chr15	86335550	86339508	3959	*	50.3385	65	142	5
chr15	86383559	86383954	396	*	48.6667	3	64	41
chr15	88786342	88811624	25283	*	34.8814	59	100	1
chr15	88797210	88802716	5507	*	35.3036	56	100	1
chr15	89008712	89012656	3945	*	14.7222	18	42	1
chr15	89089321	89089889	569	*	29.8889	9	89	1
chr15	89142752	89175983	33232	*	42.5789	95	106	1
chr15	89146486	89150511	4026	*	26.1818	44	92	1
chr15	89157638	89157850	213	*	60	2	60	60
chr15	89163091	89168455	5365	*	63.9	40	106	1
chr15	89181312	89182772	1461	*	64.9444	18	105	23
chr15	89247926	89249292	1367	*	52.1786	28	119	9
chr15	89312562	89313435	874	*	53	19	85	7
chr15	89345521	89347762	2242	*	26.3043	46	98	1
chr15	89437236	89439467	2232	*	50.4318	44	121	6
chr15	89451979	89457860	5882	*	7.5385	13	10	1
chr15	89520909	89552136	31228	*	28.2727	11	52	1
chr15	89560709	89561533	825	*	10.6	10	26	2
chr15	89629822	89633399	3578	*	14.5238	21	29	1
chr15	89785651	89789280	3630	*	14.6154	13	34	1
chr15	89876049	89880327	4279	*	50.4107	56	193	6
chr15	89897200	89928151	30952	*	34.251	251	145	1
chr15	89901996	89902327	332	*	30.4286	14	78	5
chr15	89921429	89923565	2137	*	40.9143	70	128	2
chr15	89921739	89922607	869	*	38.8	60	100	2
chr15	89935362	89965057	29696	*	40.2462	195	156	1
chr15	89942371	89944345	1975	*	34.5412	85	76	1
chr15	89942754	89942976	223	*	55.7826	23	76	51
chr15	89943026	89943331	306	*	23.4737	19	57	1
chr15	89943762	89943945	184	*	6	4	6	6
chr15	89950244	89952238	1995	*	40.0345	29	117	2
chr15	89954952	89956869	1918	*	44	2	44	44
chr15	89959317	89960832	1516	*	40.9459	37	107	1
chr15	90039384	90040320	937	*	29.1304	23	46	13
chr15	90117172	90122810	5639	*	18.0909	33	43	2
chr15	90196687	90200097	3411	*	16.8649	37	42	1
chr15	90208482	90209631	1150	*	40.5765	85	135	1
chr15	90232938	90234868	1931	*	11.4167	24	32	1
chr15	90289914	90291912	1999	*	45.9	10	126	16
chr15	90292427	90295643	3217	*	33.7917	24	105	1
chr15	90319488	90319773	286	*	16.4	5	17	16
chr15	90319899	90320675	777	*	24.3333	18	52	4
chr15	90357900	90358675	776	*	24.7297	37	50	1
chr15	90435468	90438833	3366	*	31.4884	43	97	2
chr15	90455073	90457041	1969	*	56.1556	45	169	5
chr15	90542023	90547125	5103	*	36.4522	115	194	1
chr15	90601603	90609603	8001	*	2.6667	9	10	1
chr15	90643367	90647051	3685	*	49.7582	91	91	17
chr15	90727402	90729314	1913	*	43.8696	46	95	7
chr15	90743002	90746961	3960	*	56.3922	51	112	1
chr15	90775315	90778801	3487	*	18.6304	46	82	1
chr15	90792450	90793355	906	*	44	13	92	1
chr15	90807027	90811912	4886	*	17.8333	6	26	1
chr15	90894452	90896615	2164	*	19.6154	26	43	1
chr15	90930146	90933478	3333	*	23.5957	47	96	4
chr15	90943712	90944542	831	*	4	1	4	4
chr15	91071673	91075281	3609	*	34.396	101	98	1
chr15	91208806	91208925	120	*	1	3	1	1
chr15	91258557	91262609	4053	*	7.5	12	33	2
chr15	91413685	91416393	2709	*	49.9266	109	111	1
chr15	91417087	91417747	661	*	7.3333	3	8	6
chr15	91426728	91428281	1554	*	44.5652	46	123	2
chr15	91444752	91448151	3400	*	32.954	87	77	1
chr15	91474581	91476339	1759	*	26.1765	17	56	10
chr15	91476842	91480336	3495	*	27.9574	47	108	1
chr15	91497862	91498893	1032	*	51.8696	23	218	5
chr15	91499779	91501201	1423	*	46.9429	35	111	2
chr15	91535623	91539802	4180	*	21.3611	36	45	1
chr15	91563968	91567200	3233	*	26.5714	14	43	16
chr15	91641882	91645111	3230	*	24.4211	19	69	2
chr15	92395501	92398833	3333	*	42.5396	139	166	1
chr15	92934812	92939769	4958	*	49.0748	107	231	1
chr15	93197354	93200210	2857	*	50.5417	24	84	18
chr15	93257206	93258376	1171	*	36.025	40	139	1
chr15	93342223	93376320	34098	*	27.2	55	72	1
chr15	93350578	93355326	4749	*	27.2	55	72	1
chr15	93424449	93430386	5938	*	33.8485	66	97	1
chr15	93442490	93449328	6839	*	12.5	12	33	3
chr15	93601012	93621780	20769	*	47.0545	55	147	1
chr15	93630148	93634357	4210	*	30.4706	119	103	1
chr15	93651976	93654052	2077	*	2.5	4	3	2
chr15	93785295	93785807	513	*	10	2	16	4
chr15	93823634	93823858	225	*	4.8	5	10	1
chr15	93876400	93876606	207	*	1	3	1	1
chr15	94773076	94776635	3560	*	20.4222	45	38	2
chr15	95387845	95388063	219	*	12.8571	7	14	12
chr15	95388434	95388658	225	*	1	5	1	1
chr15	95869745	95870690	946	*	2.7273	11	3	2
chr15	96453567	96454684	1118	*	16	6	24	12
chr15	96594828	96598062	3235	*	25.3333	27	43	1
chr15	96863435	96867603	4169	*	24.3378	74	72	1
chr15	96874519	96874953	435	*	20.4286	14	48	15
chr15	96875440	96877703	2264	*	12.1111	18	44	1
chr15	96882755	96891811	9057	*	16.6957	46	41	2
chr15	96896541	96898319	1779	*	63.6818	22	93	20
chr15	96900246	96900545	300	*	81.6667	18	127	21
chr15	96902009	96905709	3701	*	23.9211	38	49	1
chr15	96911669	96912049	381	*	8.5	6	10	7
chr15	96952519	96953903	1385	*	24.6	20	26	23
chr15	96959570	96960688	1119	*	32.1429	28	63	2
chr15	97490805	97491988	1184	*	23.5333	15	31	3
chr15	98195793	98196625	833	*	1.6667	6	3	1
chr15	98503720	98505396	1677	*	27.5208	48	65	1
chr15	98835752	98836633	882	*	64.8462	13	67	63
chr15	98964940	98965694	755	*	34.2857	28	101	8
chr15	98971128	98972388	1261	*	23.2857	14	46	2
chr15	99089784	99093025	3242	*	71.8077	26	113	1
chr15	99188900	99196332	7433	*	48.8596	228	161	2
chr15	99324117	99354550	30434	*	2.5	2	4	1
chr15	99362411	99375637	13227	*	1	1	1	1
chr15	99393549	99398118	4570	*	20.2857	14	35	2
chr15	99557152	99560332	3181	*	50.3023	86	114	3
chr15	99601468	99603596	2129	*	59.3019	53	125	4
chr15	99640374	99641015	642	*	39.8421	19	64	22
chr15	99645270	99645615	346	*	39.6	15	74	11
chr15	99646024	99646646	623	*	56.5	6	75	38
chr15	99787783	99793374	5592	*	29.303	33	69	1
chr15	100104653	100108116	3464	*	52.0588	119	165	2
chr15	100272219	100274351	2133	*	27.8889	27	83	7
chr15	100468604	100470643	2040	*	12	4	13	11
chr15	100880049	100883297	3249	*	41.2574	136	181	1
chr15	100889461	100891275	1815	*	61.05	20	179	3
chr15	100912673	100914560	1888	*	26.2075	53	82	1
chr15	101140146	101144725	4580	*	20.3103	29	57	1
chr15	101418246	101422178	3933	*	29.2063	126	97	1
chr15	101457512	101461267	3756	*	47.2877	73	143	15
chr15	101513276	101514562	1287	*	33.5862	58	111	4
chr15	101548283	101548892	610	*	1.4	5	2	1
chr15	101597263	101619130	21868	*	32.2857	21	136	1
chr15	101608442	101609761	1320	*	7.6667	3	8	7
chr15	101732110	101743352	11243	*	5	1	5	5
chr15	101779236	101798017	18782	*	42.8058	206	146	1
chr15	101789431	101793941	4511	*	42.8058	206	146	1
chr15	101815844	101819099	3256	*	35.6863	51	109	10
chr15	101832883	101837264	4382	*	33.8667	15	52	8
chr15	102028718	102028986	269	*	16.4167	12	20	1
chr15	102030008	102030228	221	*	39.6667	24	68	12
chr15	102190603	102194193	3591	*	55.131	84	154	1
chr15	102263127	102265136	2010	*	27.4	15	50	7
chr16	101925	105354	3430	*	18.4706	51	44	1
chr16	121031	122515	1485	*	33.5517	29	74	1
chr16	126679	129855	3177	*	36.7477	107	83	1
chr16	187718	188428	711	*	73	11	87	1
chr16	204251	205142	892	*	33.5	4	34	32
chr16	214867	217837	2971	*	29.2787	61	108	3
chr16	230752	230857	106	*	44	1	44	44
chr16	231263	231500	238	*	39.2	15	96	20
chr16	276814	280452	3639	*	17.3111	45	37	1
chr16	284006	286245	2240	*	10.7576	33	18	5
chr16	325044	325725	682	*	24.6842	19	48	13
chr16	329697	332022	2326	*	54.3239	71	135	1
chr16	401598	402422	825	*	47.5088	57	136	1
chr16	403055	403537	483	*	49.4286	14	64	30
chr16	419635	420377	743	*	42.2857	7	74	8
chr16	430609	431813	1205	*	22.1887	53	58	1
chr16	431975	433019	1045	*	44.5645	62	110	9
chr16	433081	434167	1087	*	1	2	1	1
chr16	447060	447759	700	*	40.6491	57	95	9
chr16	451281	452716	1436	*	50.9697	33	132	3
chr16	451407	451789	383	*	38	20	63	28
chr16	451815	452241	427	*	99.5	8	132	67
chr16	452438	452627	190	*	20	3	34	13
chr16	473975	478267	4293	*	62.7568	111	168	1
chr16	520950	522279	1330	*	10.6923	13	22	2
chr16	575493	579959	4467	*	62.48	100	234	1
chr16	609841	609956	116	*	22.0909	11	43	8
chr16	618376	621960	3585	*	46.7429	70	78	15
chr16	629069	629288	220	*	25.8889	9	71	13
chr16	633731	634339	609	*	26.7368	19	69	3
chr16	637372	641823	4452	*	46.9632	190	143	1
chr16	679908	681853	1946	*	53.619	21	165	3
chr16	684701	688614	3914	*	59.5789	38	151	15
chr16	690501	693908	3408	*	47.6058	104	217	1
chr16	697455	700856	3402	*	38.3523	88	151	1
chr16	717632	719516	1885	*	50.1562	64	180	6
